API,Interface,Specification,Microsoft Edge,Google Chrome,Mozilla Firefox,Apple Safari,Documents
prototype,EntryCallback,True,False,False,False,False,"file-system"
constructor,EntrySync,True,False,False,False,False,"file-system"
copyTo,EntrySync,True,False,False,False,False,"file-system"
filesystem,EntrySync,True,False,False,False,False,"file-system"
fullPath,EntrySync,True,False,False,False,False,"file-system"
getMetadata,EntrySync,True,False,False,False,False,"file-system"
getParent,EntrySync,True,False,False,False,False,"file-system"
isDirectory,EntrySync,True,False,False,False,False,"file-system"
isFile,EntrySync,True,False,False,False,False,"file-system"
length,EntrySync,True,False,False,False,False,"file-system"
moveTo,EntrySync,True,False,False,False,False,"file-system"
name,EntrySync,True,False,False,False,False,"file-system"
prototype,EntrySync,True,False,False,False,False,"file-system"
remove,EntrySync,True,False,False,False,False,"file-system"
toURL,EntrySync,True,False,False,False,False,"file-system"
arguments,Error,False,True,True,False,False,""
caller,Error,False,True,True,False,False,""
captureStackTrace,Error,False,False,True,False,False,""
column,Error,False,False,False,False,True,""
columnNumber,Error,False,False,False,True,False,""
constructor,Error,True,True,True,True,True,"es6"
description,Error,False,False,False,False,False,""
fileName,Error,False,False,False,True,False,""
length,Error,True,True,True,True,True,"es6"
line,Error,False,False,False,False,True,""
lineNumber,Error,False,False,False,True,False,""
message,Error,True,True,True,True,True,"es6"
name,Error,True,True,True,True,True,"es6"
number,Error,False,False,False,False,False,""
prototype,Error,True,True,True,True,True,"es6"
sourceURL,Error,False,False,False,False,True,""
stack,Error,False,False,False,True,False,""
stackTraceLimit,Error,False,True,True,False,False,""
toSource,Error,False,False,False,True,False,""
toString,Error,True,True,True,True,True,"es6"
constructor,ErrorCallback,True,False,False,False,False,"file-system"
handleEvent,ErrorCallback,True,False,False,False,False,"file-system"
length,ErrorCallback,True,False,False,False,False,"file-system"
name,ErrorCallback,True,False,False,False,False,"file-system"
prototype,ErrorCallback,True,False,False,False,False,"file-system"
arguments,ErrorEvent,False,True,True,False,False,""
caller,ErrorEvent,False,True,True,False,False,""
colno,ErrorEvent,True,True,True,True,True,"html51"
constructor,ErrorEvent,True,True,True,True,True,"html51"
error,ErrorEvent,True,True,True,True,False,"html51"
filename,ErrorEvent,True,True,True,True,True,"html51"
initErrorEvent,ErrorEvent,False,True,False,False,False,""
length,ErrorEvent,True,False,True,True,True,"html51"
lineno,ErrorEvent,True,True,True,True,True,"html51"
message,ErrorEvent,True,True,True,True,True,"html51"
name,ErrorEvent,True,True,True,True,False,"html51"
prototype,ErrorEvent,True,True,True,True,True,"html51"
arguments,EvalError,False,True,True,False,False,""
caller,EvalError,False,True,True,False,False,""
columnNumber,EvalError,False,False,False,True,False,""
constructor,EvalError,True,True,True,True,True,"es6"
fileName,EvalError,False,False,False,True,False,""
length,EvalError,True,True,True,True,True,"es6"
lineNumber,EvalError,False,False,False,True,False,""
message,EvalError,False,True,True,True,False,""
name,EvalError,True,True,True,True,True,"es6"
prototype,EvalError,True,True,True,True,True,"es6"
toString,EvalError,False,True,False,False,True,""
ALT_MASK,Event,False,False,False,True,False,""
arguments,Event,False,True,True,False,False,""
AT_TARGET,Event,True,True,True,True,True,"dom,dom2events"
BLUR,Event,False,False,True,False,True,""
bubbles,Event,True,True,True,True,True,"dom,dom2events"
BUBBLING_PHASE,Event,True,True,True,True,True,"dom,dom2events"
caller,Event,False,True,True,False,False,""
cancelable,Event,True,True,True,True,True,"dom,dom2events"
cancelBubble,Event,False,True,True,False,True,""
CAPTURING_PHASE,Event,True,True,True,True,True,"dom,dom2events"
CHANGE,Event,False,False,True,False,True,""
CLICK,Event,False,False,True,False,True,""
clipboardData,Event,False,False,False,False,True,""
constructor,Event,True,True,True,True,True,"dom,dom2events,shadow-dom"
CONTROL_MASK,Event,False,False,False,True,False,""
currentTarget,Event,True,True,True,True,True,"dom,dom2events"
DBLCLICK,Event,False,False,True,False,True,""
deepPath,Event,True,False,False,False,False,"shadow-dom"
defaultPrevented,Event,True,True,True,True,True,"dom"
DRAGDROP,Event,False,False,True,False,True,""
eventPhase,Event,True,True,True,True,True,"dom,dom2events"
explicitOriginalTarget,Event,False,False,False,True,False,""
FOCUS,Event,False,False,True,False,True,""
getPreventDefault,Event,False,False,False,True,False,""
initEvent,Event,True,True,True,True,True,"dom,dom2events"
isTrusted,Event,True,True,True,True,False,"dom"
KEYDOWN,Event,False,False,True,False,True,""
KEYPRESS,Event,False,False,True,False,True,""
KEYUP,Event,False,False,True,False,True,""
length,Event,True,False,True,True,True,"dom,dom2events,shadow-dom"
META_MASK,Event,False,False,False,True,False,""
MOUSEDOWN,Event,False,False,True,False,True,""
MOUSEDRAG,Event,False,False,True,False,True,""
MOUSEMOVE,Event,False,False,True,False,True,""
MOUSEOUT,Event,False,False,True,False,True,""
MOUSEOVER,Event,False,False,True,False,True,""
MOUSEUP,Event,False,False,True,False,True,""
name,Event,True,True,True,True,False,"dom,dom2events,shadow-dom"
NONE,Event,True,False,True,True,True,"dom"
originalTarget,Event,False,False,False,True,False,""
path,Event,False,False,True,False,False,""
preventDefault,Event,True,True,True,True,True,"dom,dom2events"
prototype,Event,True,True,True,True,True,"dom,dom2events,shadow-dom"
relatedTargetScoped,Event,True,False,False,False,False,"shadow-dom"
returnValue,Event,False,True,True,False,True,""
scoped,Event,True,False,False,False,False,"shadow-dom"
SELECT,Event,False,False,True,False,True,""
SHIFT_MASK,Event,False,False,False,True,False,""
srcElement,Event,False,True,True,False,True,""
stopImmediatePropagation,Event,True,True,True,True,True,"dom"
stopPropagation,Event,True,True,True,True,True,"dom,dom2events"
target,Event,True,True,True,True,True,"dom,dom2events"
timeStamp,Event,True,True,True,True,True,"dom,dom2events"
type,Event,True,True,True,True,True,"dom,dom2events"
constructor,EventListener,True,False,False,False,False,"dom,dom2events"
handleEvent,EventListener,True,False,False,False,False,"dom,dom2events"
length,EventListener,True,False,False,False,False,"dom,dom2events"
name,EventListener,True,False,False,False,False,"dom,dom2events"
prototype,EventListener,True,False,False,False,False,"dom,dom2events"
addEventListener,EventSource,False,False,False,False,True,""
arguments,EventSource,False,False,True,False,False,""
caller,EventSource,False,False,True,False,False,""
close,EventSource,True,False,True,True,True,"eventsource"
CLOSED,EventSource,True,False,True,True,True,"eventsource"
CONNECTING,EventSource,True,False,True,True,True,"eventsource"
constructor,EventSource,True,False,True,True,True,"eventsource"
dispatchEvent,EventSource,False,False,False,False,True,""
length,EventSource,True,False,True,True,True,"eventsource"
name,EventSource,True,False,True,True,False,"eventsource"
onerror,EventSource,True,False,True,True,True,"eventsource"
onmessage,EventSource,True,False,True,True,True,"eventsource"
onopen,EventSource,True,False,True,True,True,"eventsource"
OPEN,EventSource,True,False,True,True,True,"eventsource"
prototype,EventSource,True,False,True,True,True,"eventsource"
readyState,EventSource,True,False,True,True,True,"eventsource"
removeEventListener,EventSource,False,False,False,False,True,""
url,EventSource,True,False,True,True,True,"eventsource"
URL,EventSource,False,False,False,False,True,""
withCredentials,EventSource,True,False,True,True,True,"eventsource"
addEventListener,EventTarget,True,True,True,True,False,"dom,dom2events"
arguments,EventTarget,False,True,True,False,False,""
caller,EventTarget,False,True,True,False,False,""
constructor,EventTarget,True,True,True,True,False,"dom,dom2events"
dispatchEvent,EventTarget,True,True,True,True,False,"dom,dom2events"
length,EventTarget,True,False,True,True,False,"dom,dom2events"
name,EventTarget,True,True,True,True,False,"dom,dom2events"
prototype,EventTarget,True,True,True,True,False,"dom,dom2events"
removeEventListener,EventTarget,True,True,True,True,False,"dom,dom2events"
constructor,EvictedEvent,True,False,False,False,False,"quota-api"
length,EvictedEvent,True,False,False,False,False,"quota-api"
name,EvictedEvent,True,False,False,False,False,"quota-api"
prototype,EvictedEvent,True,False,False,False,False,"quota-api"
constructor,ExtendableEvent,True,False,False,False,False,"service-workers"
length,ExtendableEvent,True,False,False,False,False,"service-workers"
name,ExtendableEvent,True,False,False,False,False,"service-workers"
prototype,ExtendableEvent,True,False,False,False,False,"service-workers"
waitUntil,ExtendableEvent,True,False,False,False,False,"service-workers"
constructor,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
data,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
lastEventId,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
length,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
name,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
origin,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
ports,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
prototype,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
source,ExtendableMessageEvent,True,False,False,False,False,"service-workers"
addSearchEngine,External,False,False,False,True,False,""
AddSearchProvider,External,True,False,False,True,False,"html51"
constructor,External,True,False,False,True,False,"html51"
IsSearchProviderInstalled,External,True,False,False,True,False,"html51"
length,External,True,False,False,True,False,"html51"
name,External,True,False,False,True,False,"html51"
prototype,External,True,False,False,True,False,"html51"
client,FetchEvent,True,False,False,False,False,"service-workers"
constructor,FetchEvent,True,False,False,False,False,"service-workers"
isReload,FetchEvent,True,False,False,False,False,"service-workers"
length,FetchEvent,True,False,False,False,False,"service-workers"
name,FetchEvent,True,False,False,False,False,"service-workers"
prototype,FetchEvent,True,False,False,False,False,"service-workers"
request,FetchEvent,True,False,False,False,False,"service-workers"
respondWith,FetchEvent,True,False,False,False,False,"service-workers"
arguments,File,False,True,True,False,False,""
caller,File,False,True,True,False,False,""
constructor,File,True,True,True,True,True,"fileapi"
lastModified,File,True,False,True,True,False,"fileapi"
lastModifiedDate,File,False,True,True,True,True,""
length,File,True,False,True,True,True,"fileapi"
name,File,True,True,True,True,True,"fileapi"
prototype,File,True,True,True,True,True,"fileapi"
webkitRelativePath,File,False,True,True,False,False,""
constructor,FileCallback,True,False,False,False,False,"file-system"
handleEvent,FileCallback,True,False,False,False,False,"file-system"
length,FileCallback,True,False,False,False,False,"file-system"
name,FileCallback,True,False,False,False,False,"file-system"
prototype,FileCallback,True,False,False,False,False,"file-system"
constructor,FileEntry,True,False,False,False,False,"file-system"
createWriter,FileEntry,True,False,False,False,False,"file-system"
file,FileEntry,True,False,False,False,False,"file-system"
length,FileEntry,True,False,False,False,False,"file-system"
name,FileEntry,True,False,False,False,False,"file-system"
prototype,FileEntry,True,False,False,False,False,"file-system"
